epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
316,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
318,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
319,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
321,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
326,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
329,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
332,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
355,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
362,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
376,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
386,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
393,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
407,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
411,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
424,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
428,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
447,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
451,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
465,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,,,
480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,1,0.0000,0.0000,0.0000
481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
504,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
513,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
521,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
523,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
531,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
541,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
569,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
574,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
581,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
596,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
597,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
599,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
616,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
617,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,0.0000,0.0000,0.0000
621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
627,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,2,,,
